id,observed_on,user_id,url,image_url,description,latitude,longitude,scientific_name
1369908,2015-04-05,78463,http://www.inaturalist.org/observations/1369908,https://inaturalist-open-data.s3.amazonaws.com/photos/1694343/medium.jpg,,34.135312,-118.320512,Diplacus longiflorus
1370293,2015-02-03,75939,http://www.inaturalist.org/observations/1370293,https://static.inaturalist.org/photos/1694831/medium.jpg,"",34.179199,-118.096526,Diplacus longiflorus
1418421,2015-04-19,10201,http://www.inaturalist.org/observations/1418421,https://inaturalist-open-data.s3.amazonaws.com/photos/1755098/medium.jpg,"",36.483371,-121.167526,Diplacus linearis
1430558,2015-02-03,71488,http://www.inaturalist.org/observations/1430558,https://inaturalist-open-data.s3.amazonaws.com/photos/1770521/medium.jpg,"",34.177072,-118.097116,Diplacus longiflorus
1432595,2015-04-22,73210,http://www.inaturalist.org/observations/1432595,https://inaturalist-open-data.s3.amazonaws.com/photos/1773134/medium.jpg,,34.180421,-118.095845,Diplacus longiflorus
1523435,2015-05-18,101042,http://www.inaturalist.org/observations/1523435,https://static.inaturalist.org/photos/1887962/medium.jpg,Sticky Monkeyflower,34.186884,-118.10216,Diplacus longiflorus
1535969,2015-05-21,104576,http://www.inaturalist.org/observations/1535969,https://static.inaturalist.org/photos/1916217/medium.jpg,"",34.185749,-118.100721,Diplacus longiflorus
1537786,2015-05-17,382,http://www.inaturalist.org/observations/1537786,https://inaturalist-open-data.s3.amazonaws.com/photos/1904935/medium.jpg,"",34.10852,-118.350284,Diplacus longiflorus
1570385,2015-05-31,28037,http://www.inaturalist.org/observations/1570385,https://inaturalist-open-data.s3.amazonaws.com/photos/1943972/medium.jpg,"

Old Pinnacles trail 

",36.49551,-121.17326,Diplacus linearis
1581887,2015-06-02,12809,http://www.inaturalist.org/observations/1581887,https://static.inaturalist.org/photos/1953405/medium.jpg,"",34.145013,-118.182957,Diplacus longiflorus
1590318,2015-06-04,13979,http://www.inaturalist.org/observations/1590318,https://inaturalist-open-data.s3.amazonaws.com/photos/1960396/medium.jpg,"This is a race ""Santa Lucia"" endemic here...",36.057683,-121.5438,Diplacus linearis
1590355,2015-06-04,12809,http://www.inaturalist.org/observations/1590355,https://static.inaturalist.org/photos/1960430/medium.jpg,"",34.232775,-118.305686,Diplacus longiflorus
1620029,2015-06-10,12809,http://www.inaturalist.org/observations/1620029,https://static.inaturalist.org/photos/1989045/medium.jpg,"",34.180184,-118.05889,Diplacus longiflorus
1638033,2015-05-28,101042,http://www.inaturalist.org/observations/1638033,https://static.inaturalist.org/photos/2010736/medium.jpg,,34.18127,-118.094034,Diplacus longiflorus
1640213,2015-06-01,101267,http://www.inaturalist.org/observations/1640213,https://inaturalist-open-data.s3.amazonaws.com/photos/2011762/medium.jpg,"",34.185191,-118.099905,Diplacus longiflorus
1645475,2015-05-21,102043,http://www.inaturalist.org/observations/1645475,https://inaturalist-open-data.s3.amazonaws.com/photos/2018817/medium.JPG,"",34.188465,-118.102545,Diplacus longiflorus
1658297,2015-06-20,12809,http://www.inaturalist.org/observations/1658297,https://static.inaturalist.org/photos/2029579/medium.jpg,"",34.121363,-118.407825,Diplacus longiflorus
1676054,2015-06-10,38280,http://www.inaturalist.org/observations/1676054,https://inaturalist-open-data.s3.amazonaws.com/photos/2039075/medium.JPG,I only found a few of these.,33.999521,-117.799703,Diplacus longiflorus
1686302,2015-06-02,107181,http://www.inaturalist.org/observations/1686302,https://inaturalist-open-data.s3.amazonaws.com/photos/2043926/medium.jpg,Dodder,34.179158,-118.093914,Diplacus longiflorus
1686897,2015-06-11,103561,http://www.inaturalist.org/observations/1686897,https://inaturalist-open-data.s3.amazonaws.com/photos/2044862/medium.JPG,,34.199131,-118.02417,Diplacus longiflorus
1690118,2015-06-24,101233,http://www.inaturalist.org/observations/1690118,https://inaturalist-open-data.s3.amazonaws.com/photos/2045300/medium.JPG,"",34.190901,-118.103514,Diplacus longiflorus
1704797,2015-06-27,12809,http://www.inaturalist.org/observations/1704797,https://static.inaturalist.org/photos/2064875/medium.jpg,"",34.222432,-118.178777,Diplacus longiflorus
1746606,2015-07-11,6971,http://www.inaturalist.org/observations/1746606,https://inaturalist-open-data.s3.amazonaws.com/photos/2118527/medium.JPG,"",34.139172,-118.297083,Diplacus longiflorus
1747117,2015-07-11,6971,http://www.inaturalist.org/observations/1747117,https://inaturalist-open-data.s3.amazonaws.com/photos/2119723/medium.JPG,"",34.138025,-118.297715,Diplacus longiflorus
1757814,2015-07-14,114499,http://www.inaturalist.org/observations/1757814,https://inaturalist-open-data.s3.amazonaws.com/photos/2136898/medium.jpg,,34.177576,-118.097092,Diplacus longiflorus
1793338,2015-05-09,12809,http://www.inaturalist.org/observations/1793338,https://static.inaturalist.org/photos/2172821/medium.jpg,"",34.205506,-118.118395,Diplacus longiflorus
1802830,2015-07-25,12809,http://www.inaturalist.org/observations/1802830,https://static.inaturalist.org/photos/2184137/medium.jpg,"",34.1857692785,-118.087867279,Diplacus longiflorus
1960964,2011-09-09,114044,http://www.inaturalist.org/observations/1960964,https://static.inaturalist.org/photos/2402837/medium.jpg,"",34.004775,-119.705064,Diplacus longiflorus
2476237,2015-12-13,74669,http://www.inaturalist.org/observations/2476237,https://inaturalist-open-data.s3.amazonaws.com/photos/2772744/medium.jpg,,34.2042374192,-118.1194990409,Diplacus longiflorus
2811341,2016-03-20,150376,http://www.inaturalist.org/observations/2811341,https://inaturalist-open-data.s3.amazonaws.com/photos/3195339/medium.jpg,,34.1165381193,-118.9175269095,Diplacus longiflorus
2822828,2016-03-23,203801,http://www.inaturalist.org/observations/2822828,https://inaturalist-open-data.s3.amazonaws.com/photos/3211547/medium.jpeg,"",36.491542,-121.170659,Diplacus linearis
2854278,2016-03-26,191927,http://www.inaturalist.org/observations/2854278,https://inaturalist-open-data.s3.amazonaws.com/photos/3256127/medium.jpg,"Rich orange, interesting flower. Simple long narrow glossy leaves, sticky. ",34.464733,-119.176883,Diplacus longiflorus
2915227,2016-04-02,134633,http://www.inaturalist.org/observations/2915227,https://inaturalist-open-data.s3.amazonaws.com/photos/3336859/medium.jpg,,34.4485522947,-118.8522353769,Diplacus longiflorus
2924901,2016-04-11,9335,http://www.inaturalist.org/observations/2924901,https://inaturalist-open-data.s3.amazonaws.com/photos/3349904/medium.jpg,"",36.489834,-121.171968,Diplacus linearis
2933207,2016-04-14,12809,http://www.inaturalist.org/observations/2933207,https://static.inaturalist.org/photos/3361668/medium.jpeg,,34.0755846586,-118.4542326617,Diplacus longiflorus
2953969,2016-04-16,34687,http://www.inaturalist.org/observations/2953969,https://inaturalist-open-data.s3.amazonaws.com/photos/3404944/medium.jpeg,"",34.2338939563,-118.2907330245,Diplacus longiflorus
2960195,2016-04-17,1850,http://www.inaturalist.org/observations/2960195,https://static.inaturalist.org/photos/3397433/medium.jpg,"",34.127836,-118.5017,Diplacus longiflorus
2962847,2016-04-10,1850,http://www.inaturalist.org/observations/2962847,https://static.inaturalist.org/photos/3401007/medium.jpg,"",34.120361,-118.410098,Diplacus longiflorus
2972094,2016-04-18,220046,http://www.inaturalist.org/observations/2972094,https://inaturalist-open-data.s3.amazonaws.com/photos/3414358/medium.jpeg,,34.27307586,-118.6121264,Diplacus longiflorus
2976962,2016-04-19,6971,http://www.inaturalist.org/observations/2976962,https://inaturalist-open-data.s3.amazonaws.com/photos/3421313/medium.JPG,"",34.129406,-118.825026,Diplacus longiflorus
2977680,2016-04-19,6971,http://www.inaturalist.org/observations/2977680,https://inaturalist-open-data.s3.amazonaws.com/photos/3422288/medium.JPG,"",34.129499,-118.826596,Diplacus longiflorus
2979679,2016-04-19,6971,http://www.inaturalist.org/observations/2979679,https://inaturalist-open-data.s3.amazonaws.com/photos/3425116/medium.JPG,"",34.129604,-118.826921,Diplacus longiflorus
2982933,2016-04-19,217386,http://www.inaturalist.org/observations/2982933,https://inaturalist-open-data.s3.amazonaws.com/photos/3429622/medium.jpg,"",34.039085,-118.752074,Diplacus longiflorus
2986052,2016-04-20,6971,http://www.inaturalist.org/observations/2986052,https://inaturalist-open-data.s3.amazonaws.com/photos/3433227/medium.jpg,,34.1417491157,-118.7571085711,Diplacus longiflorus
2986270,2016-04-17,100933,http://www.inaturalist.org/observations/2986270,https://static.inaturalist.org/photos/3433454/medium.JPG,growing on the canyon wall,34.26612611,-118.0834948,Diplacus longiflorus
2987162,2016-04-20,94012,http://www.inaturalist.org/observations/2987162,https://inaturalist-open-data.s3.amazonaws.com/photos/3434603/medium.jpg,,34.1532350052,-118.308428228,Diplacus longiflorus
2987341,2016-04-20,74669,http://www.inaturalist.org/observations/2987341,https://inaturalist-open-data.s3.amazonaws.com/photos/3434851/medium.jpg,,34.2047168222,-118.1658786257,Diplacus longiflorus
3029834,2016-04-23,224596,http://www.inaturalist.org/observations/3029834,https://inaturalist-open-data.s3.amazonaws.com/photos/3487806/medium.jpg,,34.1261648308,-118.5559920032,Diplacus longiflorus
3046094,2016-04-26,181625,http://www.inaturalist.org/observations/3046094,https://inaturalist-open-data.s3.amazonaws.com/photos/3508062/medium.JPG,"",34.190795,-118.103641,Diplacus longiflorus
3051018,2016-04-28,3090,http://www.inaturalist.org/observations/3051018,https://inaturalist-open-data.s3.amazonaws.com/photos/3514244/medium.jpg,,34.3869293807,-118.489703145,Diplacus longiflorus
3053614,2016-04-05,169576,http://www.inaturalist.org/observations/3053614,https://inaturalist-open-data.s3.amazonaws.com/photos/3517581/medium.JPG,"",34.185651,-118.099916,Diplacus longiflorus
3057942,2016-04-29,6971,http://www.inaturalist.org/observations/3057942,https://inaturalist-open-data.s3.amazonaws.com/photos/3522286/medium.JPG,"",34.078505,-118.793795,Diplacus longiflorus
3058423,2016-04-29,6971,http://www.inaturalist.org/observations/3058423,https://inaturalist-open-data.s3.amazonaws.com/photos/3523007/medium.JPG,"",34.080449,-118.792958,Diplacus longiflorus
3066574,2016-04-30,223171,http://www.inaturalist.org/observations/3066574,https://inaturalist-open-data.s3.amazonaws.com/photos/3533023/medium.jpg,,34.116837848,-118.9236211126,Diplacus longiflorus
3067894,2016-04-01,228173,http://www.inaturalist.org/observations/3067894,https://inaturalist-open-data.s3.amazonaws.com/photos/3534680/medium.jpg,"",34.094268,-118.584843,Diplacus longiflorus
3129785,2016-05-07,6971,http://www.inaturalist.org/observations/3129785,https://inaturalist-open-data.s3.amazonaws.com/photos/3621379/medium.JPG,This pale form seems to be prevalent in the area.,34.402304,-117.823721,Diplacus longiflorus
3133262,2016-05-08,6971,http://www.inaturalist.org/observations/3133262,https://inaturalist-open-data.s3.amazonaws.com/photos/3625528/medium.JPG,"",34.080078,-118.749959,Diplacus longiflorus
3159658,2016-05-12,173183,http://www.inaturalist.org/observations/3159658,https://inaturalist-open-data.s3.amazonaws.com/photos/3652595/medium.jpg,,34.3814742705,-118.8753886243,Diplacus longiflorus
3184213,2016-05-15,222263,http://www.inaturalist.org/observations/3184213,https://inaturalist-open-data.s3.amazonaws.com/photos/3684126/medium.JPG,,34.266311,-118.191064,Diplacus longiflorus
3201918,2016-05-17,115757,http://www.inaturalist.org/observations/3201918,https://inaturalist-open-data.s3.amazonaws.com/photos/3705926/medium.JPG,Rocky Oaks Park,34.099297,-118.815937,Diplacus longiflorus
3208882,2016-05-17,30927,http://www.inaturalist.org/observations/3208882,https://inaturalist-open-data.s3.amazonaws.com/photos/3714328/medium.JPG,Multnomah school visit,34.098835,-118.816259,Diplacus longiflorus
3216738,2016-05-19,30927,http://www.inaturalist.org/observations/3216738,https://inaturalist-open-data.s3.amazonaws.com/photos/3724050/medium.JPG,Kingsley school visit,34.098017,-118.815529,Diplacus longiflorus
3291214,2016-05-21,242610,http://www.inaturalist.org/observations/3291214,https://static.inaturalist.org/photos/3927948/medium.jpg,"",36.48056665,-121.18166924,Diplacus linearis
3295408,2016-05-24,198233,http://www.inaturalist.org/observations/3295408,https://inaturalist-open-data.s3.amazonaws.com/photos/3808687/medium.jpg,,34.1366499849,-118.302460732,Diplacus longiflorus
3309410,2016-05-25,241535,http://www.inaturalist.org/observations/3309410,https://inaturalist-open-data.s3.amazonaws.com/photos/3824796/medium.jpg,,34.1795748092,-118.0963878554,Diplacus longiflorus
3309523,2016-05-26,246449,http://www.inaturalist.org/observations/3309523,https://inaturalist-open-data.s3.amazonaws.com/photos/3824962/medium.jpg,,34.1865902976,-118.1002494368,Diplacus longiflorus
3374807,2016-06-02,252855,http://www.inaturalist.org/observations/3374807,https://inaturalist-open-data.s3.amazonaws.com/photos/3897430/medium.jpg,"Yellowish orange, bilateral flower",34.062988,-118.531988,Diplacus longiflorus
3384660,2016-06-04,235118,http://www.inaturalist.org/observations/3384660,https://inaturalist-open-data.s3.amazonaws.com/photos/3911671/medium.JPG,"",34.1108777778,-119.0274972222,Diplacus longiflorus
3470119,2016-06-16,1850,http://www.inaturalist.org/observations/3470119,https://inaturalist-open-data.s3.amazonaws.com/photos/4031418/medium.jpg,"",34.120445,-118.4084116667,Diplacus longiflorus
3711997,2016-05-21,16576,http://www.inaturalist.org/observations/3711997,https://inaturalist-open-data.s3.amazonaws.com/photos/4312668/medium.jpeg,Zuma Canyon,34.036231,-118.813319,Diplacus longiflorus
3810315,2010-04-24,275891,http://www.inaturalist.org/observations/3810315,https://inaturalist-open-data.s3.amazonaws.com/photos/4453132/medium.jpg,"",33.80775,-118.087428,Diplacus longiflorus
4479741,2016-10-31,220046,http://www.inaturalist.org/observations/4479741,https://inaturalist-open-data.s3.amazonaws.com/photos/5407631/medium.jpeg,          ,34.3452329047,-118.5649251938,Diplacus longiflorus
4483666,2016-11-01,220046,http://www.inaturalist.org/observations/4483666,https://inaturalist-open-data.s3.amazonaws.com/photos/5412970/medium.jpeg,          ,34.0847504276,-118.8302278519,Diplacus longiflorus
4483694,2016-11-01,220046,http://www.inaturalist.org/observations/4483694,https://inaturalist-open-data.s3.amazonaws.com/photos/5413083/medium.jpeg,          ,34.0793376935,-118.8195097446,Diplacus longiflorus
4495096,2016-11-03,220046,http://www.inaturalist.org/observations/4495096,https://inaturalist-open-data.s3.amazonaws.com/photos/5430512/medium.jpeg,          ,34.1047486753,-118.5745704174,Diplacus longiflorus
4733124,2016-12-05,220046,http://www.inaturalist.org/observations/4733124,https://inaturalist-open-data.s3.amazonaws.com/photos/5722855/medium.jpeg,          ,34.2626329447,-118.1528520584,Diplacus longiflorus
5069129,2017-02-03,220046,https://www.inaturalist.org/observations/5069129,https://inaturalist-open-data.s3.amazonaws.com/photos/6220060/medium.jpeg,,34.2733310263,-118.6125397682,Diplacus longiflorus
5119810,2017-02-16,220046,https://www.inaturalist.org/observations/5119810,https://inaturalist-open-data.s3.amazonaws.com/photos/6297949/medium.jpeg,,34.09896381,-118.72941334,Diplacus longiflorus
5145230,2017-02-20,21318,https://www.inaturalist.org/observations/5145230,https://inaturalist-open-data.s3.amazonaws.com/photos/6336941/medium.jpg,,36.4835107467,-121.1718150136,Diplacus linearis
5207865,2017-03-01,206195,https://www.inaturalist.org/observations/5207865,https://static.inaturalist.org/photos/6430022/medium.jpeg,,34.1293860201,-118.2068762871,Diplacus longiflorus
5273849,2017-03-10,220046,https://www.inaturalist.org/observations/5273849,https://inaturalist-open-data.s3.amazonaws.com/photos/6518582/medium.jpeg,,34.25630341,-118.62758968,Diplacus longiflorus
5381243,2017-03-17,408214,https://www.inaturalist.org/observations/5381243,https://inaturalist-open-data.s3.amazonaws.com/photos/6607281/medium.jpg,,34.0704475763,-118.5774953664,Diplacus longiflorus
5401548,2017-03-19,220046,https://www.inaturalist.org/observations/5401548,https://inaturalist-open-data.s3.amazonaws.com/photos/6637972/medium.jpeg,,34.2523111068,-118.6258851529,Diplacus longiflorus
5540836,2017-04-01,409055,https://www.inaturalist.org/observations/5540836,https://inaturalist-open-data.s3.amazonaws.com/photos/6839469/medium.jpg,,34.0941869701,-119.0612584167,Diplacus longiflorus
5547919,2017-04-02,408214,https://www.inaturalist.org/observations/5547919,https://inaturalist-open-data.s3.amazonaws.com/photos/6852354/medium.jpg,,34.0986942966,-118.5848407635,Diplacus longiflorus
5548927,2017-04-02,32015,https://www.inaturalist.org/observations/5548927,https://static.inaturalist.org/photos/6851042/medium.jpg,,34.0009914982,-117.8025676528,Diplacus longiflorus
5550139,2017-04-01,115757,https://www.inaturalist.org/observations/5550139,https://inaturalist-open-data.s3.amazonaws.com/photos/6853019/medium.jpeg,East Topanga Fire Road,34.065903,-118.571261,Diplacus longiflorus
5600318,2009-05-17,421980,https://www.inaturalist.org/observations/5600318,https://static.inaturalist.org/photos/6919046/medium.jpeg,"",36.294236,-121.581659,Diplacus linearis
5603950,2015-12-04,427782,https://www.inaturalist.org/observations/5603950,https://inaturalist-open-data.s3.amazonaws.com/photos/6924583/medium.jpeg,"The plant was a small semiwoody shrub. The leaves were thick, curled, and sticky. The flowers were long, light orange, and had five petals. It grew in a barren area of Coastal Sage Scrub.",33.999966,-117.800313,Diplacus longiflorus
5692239,2017-04-14,252600,https://www.inaturalist.org/observations/5692239,https://static.inaturalist.org/photos/7050459/medium.jpg,,34.0741968016,-118.454566626,Diplacus longiflorus
5692333,2017-04-14,399403,https://www.inaturalist.org/observations/5692333,https://static.inaturalist.org/photos/7050504/medium.jpg,,34.0741679678,-118.4545395524,Diplacus longiflorus
5692334,2017-04-14,385434,https://www.inaturalist.org/observations/5692334,https://static.inaturalist.org/photos/7050495/medium.jpg,,34.0741817141,-118.4545768519,Diplacus longiflorus
5692351,2017-04-14,451307,https://www.inaturalist.org/observations/5692351,https://static.inaturalist.org/photos/7050498/medium.jpg,,34.0741810017,-118.4546295741,Diplacus longiflorus
5692353,2017-04-14,147856,https://www.inaturalist.org/observations/5692353,https://inaturalist-open-data.s3.amazonaws.com/photos/7050497/medium.jpeg,,34.07415955,-118.45460266,Diplacus longiflorus
5692356,2017-04-14,451341,https://www.inaturalist.org/observations/5692356,https://static.inaturalist.org/photos/7050507/medium.jpg,,34.0741564008,-118.4546066915,Diplacus longiflorus
5692359,2017-04-14,451445,https://www.inaturalist.org/observations/5692359,https://static.inaturalist.org/photos/7050518/medium.jpg,,34.0742700859,-118.4549954767,Diplacus longiflorus
5692381,2017-04-14,451405,https://www.inaturalist.org/observations/5692381,https://static.inaturalist.org/photos/7050517/medium.jpeg,,34.07419145,-118.45460312,Diplacus longiflorus
5692440,2017-04-14,451445,https://www.inaturalist.org/observations/5692440,https://static.inaturalist.org/photos/7050585/medium.jpg,,34.0743148607,-118.4544957151,Diplacus longiflorus
5692505,2017-04-14,451445,https://www.inaturalist.org/observations/5692505,https://static.inaturalist.org/photos/7050683/medium.jpg,,34.0743162018,-118.4544667137,Diplacus longiflorus
5738240,2017-04-14,21786,https://www.inaturalist.org/observations/5738240,https://inaturalist-open-data.s3.amazonaws.com/photos/7118367/medium.png,"Observation and photo by ttothet13, sent via Instagram #natureinla",34.054979,-118.5125616,Diplacus longiflorus
5757498,2017-04-15,262752,https://www.inaturalist.org/observations/5757498,https://inaturalist-open-data.s3.amazonaws.com/photos/7146718/medium.jpg,,34.0984472579,-118.2004147594,Diplacus longiflorus
5798417,2017-04-17,81779,https://www.inaturalist.org/observations/5798417,https://inaturalist-open-data.s3.amazonaws.com/photos/7206439/medium.jpg,,34.1350047849,-118.6446328183,Diplacus longiflorus
5826700,2017-04-18,408214,https://www.inaturalist.org/observations/5826700,https://inaturalist-open-data.s3.amazonaws.com/photos/7247882/medium.jpg,,34.0991814947,-118.5856134911,Diplacus longiflorus
5837420,2017-04-18,2179,https://www.inaturalist.org/observations/5837420,https://inaturalist-open-data.s3.amazonaws.com/photos/7262812/medium.jpg,"",34.0812703735,-118.7582858094,Diplacus longiflorus
5837813,2017-04-18,2179,https://www.inaturalist.org/observations/5837813,https://inaturalist-open-data.s3.amazonaws.com/photos/7263318/medium.jpg,"",34.0449308837,-118.7536274829,Diplacus longiflorus
5837976,2017-04-18,2179,https://www.inaturalist.org/observations/5837976,https://inaturalist-open-data.s3.amazonaws.com/photos/7263628/medium.jpg,"",34.1073976136,-118.8045442369,Diplacus longiflorus
5884413,2017-04-17,74669,https://www.inaturalist.org/observations/5884413,https://inaturalist-open-data.s3.amazonaws.com/photos/7333728/medium.jpeg,,34.203541,-118.165936,Diplacus longiflorus
5899740,2017-04-09,246272,https://www.inaturalist.org/observations/5899740,https://inaturalist-open-data.s3.amazonaws.com/photos/7355819/medium.jpeg,,34.0993660247,-118.7288616081,Diplacus longiflorus
5912497,2017-04-22,440657,https://www.inaturalist.org/observations/5912497,https://static.inaturalist.org/photos/7374790/medium.jpg,,33.8081802568,-118.089421671,Diplacus longiflorus
5922917,2017-04-23,81779,https://www.inaturalist.org/observations/5922917,https://inaturalist-open-data.s3.amazonaws.com/photos/7390454/medium.jpg,,34.0922972281,-118.6143956893,Diplacus longiflorus
5951885,2017-04-14,220046,https://www.inaturalist.org/observations/5951885,https://inaturalist-open-data.s3.amazonaws.com/photos/7434103/medium.jpeg,,34.2729180524,-118.6125183105,Diplacus longiflorus
6030921,2017-04-30,439172,https://www.inaturalist.org/observations/6030921,https://inaturalist-open-data.s3.amazonaws.com/photos/7550331/medium.jpeg,,34.15055189,-118.28668942,Diplacus longiflorus
6030948,2017-04-30,439965,https://www.inaturalist.org/observations/6030948,https://inaturalist-open-data.s3.amazonaws.com/photos/7550374/medium.jpeg,,34.1502015,-118.28641615,Diplacus longiflorus
6057015,2017-05-02,452966,https://www.inaturalist.org/observations/6057015,https://static.inaturalist.org/photos/7587670/medium.jpg,,34.129709811,-118.3003656754,Diplacus longiflorus
6097888,2017-04-28,447335,https://www.inaturalist.org/observations/6097888,https://inaturalist-open-data.s3.amazonaws.com/photos/7628245/medium.jpg,,34.0378314,-118.747586,Diplacus longiflorus
6105348,2017-05-04,155259,https://www.inaturalist.org/observations/6105348,https://inaturalist-open-data.s3.amazonaws.com/photos/7638349/medium.jpeg,,36.112583848,-121.4531707764,Diplacus linearis
6115759,2017-05-06,463355,https://www.inaturalist.org/observations/6115759,https://static.inaturalist.org/photos/7654694/medium.jpeg,,34.19671373,-118.02184028,Diplacus longiflorus
6155056,2017-05-08,910,https://www.inaturalist.org/observations/6155056,https://inaturalist-open-data.s3.amazonaws.com/photos/7716671/medium.jpg,,36.2345813966,-121.5497195721,Diplacus linearis
6195581,2017-05-13,81779,https://www.inaturalist.org/observations/6195581,https://inaturalist-open-data.s3.amazonaws.com/photos/7776698/medium.jpg,"",34.1008601344,-118.7258470058,Diplacus longiflorus
6240147,2017-05-16,406250,https://www.inaturalist.org/observations/6240147,https://static.inaturalist.org/photos/7843430/medium.jpg,,33.9501951356,-117.7044929099,Diplacus longiflorus
6256425,2017-05-17,418086,https://www.inaturalist.org/observations/6256425,https://inaturalist-open-data.s3.amazonaws.com/photos/7867766/medium.jpg,,34.2656869382,-118.130657529,Diplacus longiflorus
6281850,2017-05-19,81779,https://www.inaturalist.org/observations/6281850,https://inaturalist-open-data.s3.amazonaws.com/photos/7905848/medium.jpg,,34.1308828385,-118.5016304255,Diplacus longiflorus
6330385,2017-05-21,473939,https://www.inaturalist.org/observations/6330385,https://static.inaturalist.org/photos/7975154/medium.jpg,,34.094781708,-118.4955437389,Diplacus longiflorus
6353568,2017-05-14,163810,https://www.inaturalist.org/observations/6353568,https://inaturalist-open-data.s3.amazonaws.com/photos/8011263/medium.jpeg,,34.082806,-118.566256,Diplacus longiflorus
6365677,2017-05-03,418109,https://www.inaturalist.org/observations/6365677,https://inaturalist-open-data.s3.amazonaws.com/photos/8030174/medium.jpg,,34.2659595,-118.1446621,Diplacus longiflorus
